student_id,age,gender,programme,attendance_pct,assignment_avg,quiz_avg,midterm_score,study_hours_week,previous_gpa,absences,internet_access,extracurricular,academic_risk
ST01804,24,Female,Data Science,59.4,56.3,79.3,43.2,2.6,3.13,6.0,Yes,Yes,At Risk
ST08241,23,Female,IT,84.0,64.8,72.9,84.1,1.5,3.92,1.0,Yes,No,Not At Risk
ST06050,24,Female,IT,74.2,60.4,70.6,72.4,2.0,2.89,4.0,Yes,Yes,At Risk
ST08408,18,Female,Software Engineering,91.1,75.7,71.4,67.7,8.3,3.08,3.0,Yes,No,Not At Risk
ST00758,20,Male,Computer Science,81.7,82.2,67.5,39.6,4.8,2.6,6.0,Yes,Yes,Not At Risk
ST02338,23,Male,Software Engineering,96.4,68.1,64.6,75.9,6.8,2.75,3.0,Yes,No,Not At Risk
ST03565,24,Female,,92.4,85.4,63.3,47.1,2.1,2.43,5.0,Yes,No,Not At Risk
ST08676,21,Male,Software Engineering,87.3,84.1,77.2,55.8,11.7,2.23,5.0,Yes,No,Not At Risk
ST11626,23,Male,Data Science,77.4,77.4,80.4,54.1,2.4,4.0,4.0,Yes,Yes,Not At Risk
ST06498,19,Male,Software Engineering,82.6,56.8,50.1,65.6,3.7,2.77,3.0,Yes,Yes,At Risk
ST09950,22,Male,Data Science,81.8,60.7,43.4,86.6,4.3,3.13,5.0,Yes,No,Not At Risk
ST10104,19,Female,IT,96.1,68.2,92.0,60.1,8.2,2.69,5.0,Yes,Yes,Not At Risk
ST09289,18,Female,Data Science,82.2,75.5,52.1,31.5,6.0,2.44,6.0,Yes,No,At Risk
ST00876,25,Male,Computer Science,64.4,58.0,43.6,36.3,8.9,2.57,1.0,Yes,Yes,Not At Risk
ST01729,19,Female,Computer Science,74.2,66.4,39.6,42.2,3.5,2.55,3.0,Yes,No,At Risk
ST04849,21,Female,IT,76.9,59.9,57.4,61.4,14.9,3.88,4.0,Yes,Yes,Not At Risk
ST05858,23,Female,Data Science,83.0,61.1,72.9,63.1,8.0,1.86,4.0,Yes,No,Not At Risk
ST05180,22,Female,IT,68.9,44.1,83.9,,2.4,4.0,3.0,Yes,No,Not At Risk
ST00115,18,Female,Computer Science,85.0,81.4,70.8,77.9,4.9,3.61,5.0,Yes,No,Not At Risk
ST10335,20,Male,IT,69.8,91.2,55.3,66.5,1.7,3.29,5.0,Yes,No,Not At Risk
ST05101,22,Female,IT,76.0,79.9,83.6,79.7,5.4,2.97,6.0,No,No,Not At Risk
ST08989,20,Female,IT,81.1,73.9,69.6,74.5,5.5,3.83,6.0,Yes,Yes,Not At Risk
ST06569,21,Female,Computer Science,81.7,50.5,62.4,74.0,10.8,2.15,6.0,Yes,Yes,At Risk
ST08780,20,Male,IT,67.6,63.9,75.2,67.4,2.9,2.65,2.0,Yes,No,Not At Risk
ST00945,23,Male,Computer Science,66.1,87.2,91.1,64.4,5.7,3.0,9.0,Yes,No,Not At Risk
ST01549,20,Male,IT,92.3,62.8,72.2,54.9,4.7,3.04,5.0,Yes,Yes,Not At Risk
ST03903,19,Male,Software Engineering,79.7,74.7,75.2,48.3,9.0,2.36,2.0,Yes,Yes,Not At Risk
ST02785,20,Female,Computer Science,100.0,79.4,81.4,71.6,2.2,2.4,6.0,Yes,No,Not At Risk
ST06057,24,Female,Computer Science,80.8,56.8,66.1,64.5,12.2,1.87,2.0,Yes,Yes,Not At Risk
ST10744,24,Female,Computer Science,81.7,51.6,62.4,56.5,4.6,3.59,6.0,Yes,No,Not At Risk
ST07974,21,Female,Software Engineering,67.0,75.5,85.8,52.3,5.6,2.23,2.0,Yes,No,Not At Risk
ST09893,22,Male,Computer Science,72.0,91.1,41.9,55.2,9.3,3.52,6.0,Yes,No,At Risk
ST09807,23,Female,IT,80.1,47.9,77.0,52.2,14.9,2.54,3.0,Yes,Yes,Not At Risk
ST09303,18,Female,Software Engineering,69.5,65.4,47.4,51.3,4.3,1.76,7.0,Yes,No,Not At Risk
ST09300,22,Male,Computer Science,72.0,100.0,100.0,45.0,14.7,3.32,9.0,Yes,Yes,Not At Risk
ST00235,21,Male,Computer Science,62.8,85.3,79.3,42.0,13.0,3.49,4.0,Yes,No,Not At Risk
ST00180,22,Female,Software Engineering,68.2,63.1,50.7,35.2,2.1,2.47,5.0,,No,At Risk
ST08617,23,Male,IT,80.5,68.5,68.8,43.8,3.0,2.82,4.0,Yes,No,Not At Risk
ST05051,22,Female,Computer Science,87.7,57.6,47.4,55.8,8.7,2.81,1.0,Yes,No,Not At Risk
ST10257,19,Male,Software Engineering,58.1,26.8,52.5,87.0,2.8,3.71,5.0,Yes,Yes,At Risk
ST11825,22,Male,Computer Science,85.9,71.8,100.0,79.7,3.7,3.55,2.0,Yes,Yes,Not At Risk
ST01648,19,Female,Software Engineering,90.9,69.5,68.7,59.5,3.2,2.74,6.0,Yes,Yes,Not At Risk
ST06507,21,Male,Computer Science,95.3,76.9,62.3,74.7,4.1,2.41,9.0,Yes,No,Not At Risk
ST01630,25,Male,Data Science,81.8,73.3,50.5,56.3,4.8,2.86,3.0,No,No,At Risk
ST02459,21,Male,Data Science,82.3,43.0,57.3,56.9,6.1,2.59,6.0,Yes,Yes,At Risk
ST03627,22,M,Software Engineering,71.1,65.0,65.7,47.7,8.2,2.01,1.0,Yes,No,Not At Risk
ST05601,19,Male,IT,95.0,75.1,44.2,75.1,6.3,2.9,3.0,Yes,No,Not At Risk
ST02256,19,Male,Computer Science,100.0,78.4,73.6,40.9,3.9,1.97,2.0,Yes,Yes,Not At Risk
ST02084,18,Female,Software Engineering,80.9,33.3,68.3,48.3,5.8,3.42,3.0,Yes,Yes,Not At Risk
ST07662,23,Female,Data Science,70.8,86.8,62.9,32.1,8.5,2.99,9.0,Yes,No,Not At Risk
ST08288,24,Female,Computer Science,100.0,97.2,91.3,60.5,4.4,3.27,6.0,Yes,Yes,Not At Risk
ST09015,24,Male,IT,89.1,62.5,69.0,30.8,1.5,3.34,3.0,Yes,No,Not At Risk
ST05996,19,Male,Data Science,82.5,49.0,72.4,61.5,5.0,3.49,10.0,Yes,No,Not At Risk
ST03202,22,M,IT,90.0,78.7,69.1,36.7,2.0,3.51,1.0,Yes,No,Not At Risk
ST00402,25,Female,Computer Science,82.8,74.1,79.7,59.6,1.6,2.02,3.0,Yes,No,Not At Risk
ST04861,22,Female,Computer Science,84.1,86.9,51.0,54.5,11.4,2.32,2.0,Yes,Yes,Not At Risk
ST01378,21,Male,Computer Science,89.4,85.4,62.5,65.2,7.1,2.49,6.0,Yes,No,Not At Risk
ST04829,20,Female,Computer Science,90.7,78.8,52.9,73.4,3.3,3.86,5.0,Yes,No,At Risk
ST04546,18,Female,Data Science,75.9,53.0,70.4,100.0,8.4,3.12,5.0,Yes,No,Not At Risk
ST03126,25,Male,Software Engineering,100.0,60.1,68.2,76.3,3.0,2.46,3.0,Yes,No,Not At Risk
ST08234,18,Male,Computer Science,73.9,61.4,76.9,61.4,7.2,2.82,2.0,Yes,No,Not At Risk
ST02449,19,Male,Data Science,53.2,34.2,45.7,44.9,9.7,2.88,6.0,Yes,Yes,At Risk
ST02816,22,Female,Data Science,93.9,65.8,55.6,78.4,2.1,2.61,3.0,Yes,Yes,Not At Risk
ST09126,21,Female,Computer Science,88.2,95.3,34.4,75.6,7.9,2.11,3.0,Yes,Yes,Not At Risk
ST10339,18,Male,Data Science,100.0,81.0,58.9,39.8,3.9,3.02,2.0,Yes,No,Not At Risk
ST06694,23,Female,IT,68.6,70.4,63.3,90.6,1.8,3.41,3.0,Yes,Yes,Not At Risk
ST10952,20,Female,Software Engineering,76.3,93.7,67.3,,3.0,3.38,3.0,Yes,No,Not At Risk
ST06528,24,Female,Software Engineering,66.8,62.0,31.7,68.8,10.8,3.44,0.0,Yes,No,Not At Risk
ST11171,21,Female,Computer Science,100.0,34.3,77.6,56.7,6.3,2.32,4.0,Yes,No,Not At Risk
ST06792,18,Female,Computer Science,96.7,84.9,70.7,53.4,10.5,2.72,5.0,Yes,Yes,Not At Risk
ST06934,19,Male,Computer Science,83.3,68.7,61.4,46.8,4.4,3.52,4.0,Yes,Yes,Not At Risk
ST07105,24,Male,Computer Science,100.0,60.1,89.5,65.3,9.1,2.02,6.0,No,Yes,At Risk
ST10986,21,Male,Software Engineering,98.2,66.6,100.0,72.9,1.3,2.78,7.0,Yes,No,Not At Risk
ST07618,23,Male,Computer Science,86.7,81.3,76.5,41.6,7.1,2.16,6.0,Yes,Yes,Not At Risk
ST09823,25,Female,Data Science,72.7,78.7,41.4,80.4,5.4,3.48,6.0,Yes,No,At Risk
ST04084,23,Female,Computer Science,83.2,81.1,54.8,45.8,7.8,2.0,2.0,Yes,No,Not At Risk
ST07074,24,Female,IT,63.4,68.3,82.8,45.0,12.0,3.01,5.0,Yes,No,At Risk
ST03140,18,Female,Software Engineering,66.4,79.9,47.7,58.8,5.6,2.05,4.0,Yes,No,Not At Risk
ST08580,18,Male,Software Engineering,62.6,37.6,70.2,48.5,1.3,3.95,1.0,Yes,Yes,Not At Risk
ST11181,18,Female,Software Engineering,100.0,43.8,36.4,84.7,11.8,2.99,6.0,Yes,No,Not At Risk
ST06547,20,Male,Computer Science,79.2,69.3,39.3,46.9,7.4,3.99,5.0,Yes,No,Not At Risk
ST09360,25,Female,IT,79.6,77.8,57.5,47.0,8.7,3.31,4.0,Yes,No,Not At Risk
ST02223,19,Female,Computer Science,88.4,89.7,87.9,45.8,4.7,3.53,4.0,Yes,No,At Risk
ST05856,21,Female,Software Engineering,84.6,61.6,71.4,48.5,3.3,2.61,2.0,Yes,Yes,Not At Risk
ST02736,21,Female,Computer Science,82.5,94.2,57.0,81.3,11.5,2.83,4.0,Yes,Yes,Not At Risk
ST01059,20,Female,IT,80.1,77.0,68.0,81.9,2.1,2.62,6.0,Yes,Yes,Not At Risk
ST06332,20,Male,,71.4,50.1,73.1,71.7,2.3,1.66,6.0,Yes,Yes,Not At Risk
ST11013,18,Female,Software Engineering,99.8,82.0,56.2,,7.7,2.62,2.0,Yes,Yes,Not At Risk
ST00583,21,Male,Computer Science,82.1,72.9,60.7,61.5,3.3,2.7,2.0,Yes,Yes,Not At Risk
ST05460,21,Male,Computer Science,92.3,64.1,50.0,74.3,3.2,2.5,5.0,Yes,Yes,Not At Risk
ST04703,23,Male,Software Engineering,83.0,57.9,38.2,70.5,5.3,3.89,5.0,Yes,Yes,At Risk
ST02798,20,Male,Software Engineering,73.7,81.5,46.7,65.1,3.2,1.81,5.0,Yes,Yes,Not At Risk
ST05376,23,Female,Software Engineering,87.9,84.5,63.4,89.1,4.5,3.34,4.0,No,No,Not At Risk
ST00479,21,Female,Software Engineering,85.2,46.6,32.2,48.1,4.6,2.62,4.0,Yes,No,Not At Risk
ST00484,25,Female,Computer Science,80.9,74.3,60.0,84.9,6.3,2.46,1.0,Yes,No,Not At Risk
ST05666,22,Male,IT,93.3,85.2,74.6,35.2,13.6,2.21,6.0,,Yes,Not At Risk
ST09236,22,Male,Software Engineering,76.6,75.3,74.6,49.8,3.7,2.31,5.0,Yes,Yes,Not At Risk
ST11924,25,Male,Software Engineering,92.2,74.6,91.1,62.7,9.6,3.08,5.0,Yes,Yes,Not At Risk
ST00316,23,Female,IT,62.6,90.8,65.5,84.5,2.3,2.77,3.0,Yes,No,Not At Risk
ST11473,24,Male,IT,97.8,65.2,94.0,57.5,6.5,2.19,2.0,Yes,No,Not At Risk
ST09172,22,Male,IT,87.7,62.0,68.6,60.1,6.6,2.49,5.0,Yes,Yes,At Risk
ST01144,22,Female,Computer Science,97.6,52.7,31.7,53.5,1.7,2.73,3.0,Yes,No,Not At Risk
ST09259,21,Female,Software Engineering,99.4,83.2,73.0,79.7,9.3,2.7,5.0,Yes,Yes,Not At Risk
ST07616,19,Female,Computer Science,87.9,61.9,67.6,55.6,4.2,2.83,1.0,Yes,No,Not At Risk
ST00847,20,Male,Software Engineering,81.0,78.6,62.9,44.1,5.7,1.43,6.0,Yes,Yes,Not At Risk
ST06214,25,Male,Software Engineering,62.5,76.7,56.1,66.3,2.8,2.58,4.0,Yes,Yes,Not At Risk
ST05941,21,Male,Data Science,96.2,67.2,100.0,67.8,8.1,3.53,7.0,,No,Not At Risk
ST09253,19,Male,Computer Science,82.8,72.1,69.2,48.9,3.9,2.54,5.0,Yes,No,Not At Risk
ST01884,19,Male,Computer Science,81.6,68.1,61.3,66.5,15.7,2.37,5.0,Yes,No,Not At Risk
ST03700,18,Male,Computer Science,83.0,82.8,53.7,90.8,10.2,3.04,9.0,No,No,Not At Risk
ST04036,19,Male,Data Science,86.3,84.5,97.5,67.5,5.9,3.1,3.0,Yes,Yes,Not At Risk
ST03971,23,Male,Software Engineering,98.0,94.4,59.6,73.3,7.9,3.13,,Yes,Yes,Not At Risk
ST09633,20,Female,Computer Science,69.5,69.7,71.5,24.9,13.4,3.94,3.0,Yes,No,Not At Risk
ST08883,25,Female,Data Science,69.9,63.5,99.5,43.8,6.1,3.32,3.0,Yes,No,Not At Risk
ST07601,23,Female,Computer Science,68.0,68.0,84.0,16.1,10.9,2.9,3.0,Yes,Yes,Not At Risk
ST10924,25,Female,Computer Science,66.4,83.3,49.4,49.8,6.6,2.64,5.0,Yes,Yes,Not At Risk
ST06461,20,Male,Data Science,75.7,61.0,74.5,38.0,0.5,2.91,3.0,Yes,No,Not At Risk
ST07483,25,Female,Data Science,71.1,62.6,76.3,34.0,2.4,1.96,5.0,Yes,No,At Risk
ST06705,20,Male,Software Engineering,88.6,78.3,54.7,59.8,5.5,3.51,2.0,Yes,No,Not At Risk
ST04148,19,Male,IT,64.6,68.9,59.2,55.5,0.7,3.46,1.0,Yes,No,Not At Risk
ST09945,19,Male,IT,79.0,72.1,79.1,84.6,3.3,2.79,6.0,Yes,Yes,Not At Risk
ST10052,22,Male,Software Engineering,96.8,65.3,72.5,56.1,8.1,3.31,6.0,Yes,Yes,Not At Risk
ST06424,22,Male,Software Engineering,87.4,62.6,86.5,73.7,3.0,3.05,2.0,Yes,No,Not At Risk
ST09640,22,Male,Software Engineering,53.1,70.5,68.8,81.5,6.4,3.82,2.0,Yes,No,At Risk
ST06625,23,Female,Software Engineering,71.8,68.8,54.6,63.3,1.7,2.1,3.0,,No,Not At Risk
ST02110,24,Male,IT,91.8,39.6,59.1,54.9,3.4,3.1,2.0,Yes,Yes,At Risk
ST11949,22,Female,Computer Science,71.5,20.8,67.7,100.0,9.4,3.18,3.0,Yes,Yes,Not At Risk
ST04126,25,Female,Software Engineering,60.1,73.6,55.3,55.2,9.6,3.45,0.0,Yes,Yes,Not At Risk
ST02254,22,Male,IT,81.0,60.1,80.0,59.9,5.6,2.53,8.0,Yes,Yes,Not At Risk
ST03541,25,Male,Software Engineering,56.9,70.4,70.0,47.0,7.3,2.61,3.0,Yes,Yes,At Risk
ST00179,25,Female,Software Engineering,68.9,83.6,52.1,65.5,1.9,3.34,4.0,Yes,Yes,Not At Risk
ST09836,19,Female,Computer Science,51.1,76.0,68.5,36.4,9.6,2.76,5.0,Yes,No,Not At Risk
ST08006,18,Female,Computer Science,88.9,63.5,75.8,60.5,3.1,2.81,5.0,No,Yes,Not At Risk
ST05508,21,M,Data Science,84.2,44.3,49.0,64.5,8.1,3.3,1.0,Yes,Yes,Not At Risk
ST11078,24,Male,Software Engineering,100.0,52.7,49.0,76.3,5.1,2.53,2.0,Yes,No,At Risk
ST08734,25,Male,Data Science,85.0,62.0,17.5,82.4,5.8,4.0,4.0,Yes,No,Not At Risk
ST00375,24,Female,Software Engineering,66.9,54.7,86.2,68.9,2.4,3.14,2.0,Yes,Yes,Not At Risk
ST11335,18,Female,Data Science,89.2,59.1,54.6,70.3,7.1,2.44,6.0,Yes,No,Not At Risk
ST03205,22,Female,Computer Science,86.1,66.2,80.8,38.2,5.0,2.71,3.0,Yes,No,Not At Risk
ST10248,21,Female,Software Engineering,86.0,67.2,52.7,61.8,6.2,2.54,1.0,Yes,No,At Risk
ST11221,24,Male,IT,76.9,60.1,39.4,85.0,3.7,2.5,2.0,Yes,Yes,Not At Risk
ST10862,23,Male,Computer Science,73.0,62.6,81.3,71.5,2.7,2.32,5.0,Yes,No,Not At Risk
ST02071,20,Female,Computer Science,95.6,69.1,58.9,56.4,1.8,2.67,3.0,Yes,No,Not At Risk
ST10779,21,Female,Computer Science,76.8,89.2,86.8,63.5,4.2,2.24,0.0,Yes,Yes,Not At Risk
ST04426,25,Female,Computer Science,85.5,78.7,56.4,64.1,6.3,2.59,6.0,Yes,Yes,Not At Risk
ST05874,20,Female,Software Engineering,81.0,47.6,31.4,75.0,4.2,3.14,5.0,Yes,Yes,Not At Risk
ST08008,21,Female,Software Engineering,96.9,45.4,76.0,98.6,7.8,2.89,3.0,Yes,Yes,Not At Risk
ST04453,23,Male,IT,83.9,45.4,81.4,36.1,0.3,2.19,3.0,No,No,At Risk
ST11873,20,Female,Computer Science,90.1,28.9,81.0,66.5,3.6,1.99,3.0,Yes,No,At Risk
ST06853,18,Male,Software Engineering,100.0,64.7,68.6,44.7,7.6,1.77,8.0,Yes,Yes,Not At Risk
ST02809,23,Female,Computer Science,76.2,62.4,91.1,100.0,5.1,2.4,3.0,Yes,Yes,Not At Risk
ST00414,25,Male,Software Engineering,94.2,59.8,73.5,49.0,6.6,3.16,7.0,Yes,No,Not At Risk
ST03906,18,Female,Data Science,86.0,63.7,86.2,65.4,0.6,2.34,8.0,Yes,No,Not At Risk
ST00463,21,Male,IT,83.9,59.0,70.2,91.4,4.4,2.19,7.0,Yes,No,Not At Risk
ST04069,20,Male,Computer Science,81.8,85.7,53.0,64.5,3.4,2.79,5.0,Yes,No,Not At Risk
ST02456,23,Female,Computer Science,64.1,78.3,44.4,96.4,6.0,3.4,1.0,Yes,No,At Risk
ST01505,25,Male,Computer Science,84.5,62.3,51.0,50.2,1.5,3.18,5.0,Yes,Yes,Not At Risk
ST07227,24,Female,IT,89.3,61.8,60.1,50.4,6.8,2.83,5.0,Yes,Yes,Not At Risk
ST09220,18,Female,Data Science,95.9,76.1,84.1,76.4,6.5,3.12,8.0,Yes,No,Not At Risk
ST06675,19,Female,Software Engineering,85.7,74.6,65.0,58.8,11.3,2.81,,Yes,Yes,Not At Risk
ST11496,22,Female,Computer Science,78.4,78.3,86.1,54.5,3.1,3.14,4.0,Yes,No,At Risk
ST06883,25,Female,Computer Science,94.2,49.4,76.9,80.8,6.0,1.66,7.0,Yes,Yes,Not At Risk
ST04655,24,Male,Computer Science,89.0,53.3,51.0,78.2,3.8,4.0,6.0,Yes,No,Not At Risk
ST08254,24,Female,Computer Science,80.9,83.1,63.2,62.4,6.1,3.1,3.0,Yes,Yes,Not At Risk
ST01047,23,Male,IT,64.0,66.9,75.7,77.3,4.5,3.44,3.0,Yes,Yes,Not At Risk
ST00948,18,Male,Software Engineering,100.0,68.5,83.9,67.3,11.8,3.41,7.0,Yes,Yes,Not At Risk
ST09455,20,Female,Software Engineering,94.8,68.7,76.0,77.2,2.9,2.28,3.0,Yes,No,Not At Risk
ST11271,24,Male,Data Science,60.3,64.3,63.2,73.2,8.7,1.86,8.0,No,Yes,Not At Risk
ST10468,20,Male,Software Engineering,100.0,58.0,68.1,60.6,4.2,3.2,9.0,Yes,No,Not At Risk
ST05084,24,Male,Data Science,76.3,72.7,74.0,47.6,2.8,3.17,2.0,No,No,Not At Risk
ST03037,20,Female,IT,89.9,91.5,96.9,87.7,7.8,3.09,3.0,Yes,No,Not At Risk
ST04183,22,Male,Computer Science,69.8,90.3,54.1,92.6,4.7,2.38,5.0,Yes,Yes,Not At Risk
ST01724,22,Male,Data Science,86.1,96.7,93.0,59.3,3.4,1.48,4.0,Yes,Yes,Not At Risk
ST05048,20,Female,Software Engineering,79.2,87.7,47.1,48.0,9.3,2.54,4.0,Yes,No,Not At Risk
ST02216,19,Female,Data Science,100.0,79.0,58.9,65.7,3.3,2.18,5.0,Yes,Yes,Not At Risk
ST10835,24,Male,Computer Science,62.5,69.6,66.5,73.9,6.7,2.93,2.0,Yes,Yes,Not At Risk
ST08315,22,Male,IT,68.7,87.0,69.7,40.6,7.7,3.41,3.0,No,No,Not At Risk
ST10972,19,M,IT,77.3,60.4,79.6,60.2,4.6,2.67,7.0,Yes,Yes,Not At Risk
ST03062,21,Female,Software Engineering,69.0,15.9,50.0,67.4,4.6,4.0,4.0,Yes,No,Not At Risk
ST08181,20,Male,Data Science,81.8,89.7,38.6,52.4,8.5,3.41,5.0,Yes,Yes,Not At Risk
ST03920,20,Female,Computer Science,96.2,62.7,40.4,58.0,1.9,2.38,6.0,Yes,Yes,Not At Risk
ST00828,20,Female,Software Engineering,86.8,95.8,68.2,60.7,8.9,2.85,5.0,Yes,No,Not At Risk
ST00682,22,Female,Data Science,89.9,77.2,53.6,,1.5,3.34,5.0,Yes,Yes,Not At Risk
ST05796,24,Female,Computer Science,72.1,72.7,84.0,63.6,2.8,2.32,3.0,No,No,At Risk
ST05172,18,Male,,100.0,55.5,47.9,56.6,5.0,3.45,4.0,Yes,Yes,Not At Risk
ST00964,21,Male,Computer Science,91.7,58.2,73.3,60.2,10.6,2.46,5.0,Yes,No,Not At Risk
ST07942,22,Male,Software Engineering,69.5,84.5,43.7,42.1,6.0,2.01,3.0,Yes,No,Not At Risk
ST04701,23,Male,Computer Science,86.3,55.6,81.6,63.9,6.9,3.36,3.0,Yes,Yes,Not At Risk
ST03782,20,Male,Software Engineering,72.8,76.5,57.9,53.6,6.3,2.24,2.0,Yes,Yes,Not At Risk
ST04903,25,Female,Software Engineering,83.1,52.8,79.0,71.5,8.5,3.44,6.0,Yes,Yes,Not At Risk
ST11393,21,Female,Computer Science,96.0,81.5,73.6,54.7,7.5,2.13,1.0,Yes,No,Not At Risk
ST01053,19,Male,Computer Science,100.0,66.1,95.1,57.9,3.0,2.31,5.0,Yes,No,Not At Risk
ST01368,23,Female,IT,65.6,78.4,55.5,44.6,6.9,2.61,5.0,Yes,Yes,Not At Risk
ST10581,22,Female,Computer Science,93.7,75.0,62.3,64.7,1.6,3.03,4.0,Yes,Yes,Not At Risk
ST08761,21,Male,Software Engineering,91.3,53.3,73.1,54.8,1.7,3.18,3.0,Yes,Yes,Not At Risk
ST02954,21,Male,Computer Science,88.7,82.1,81.4,92.2,7.0,2.31,3.0,Yes,No,Not At Risk
ST05898,18,Male,Software Engineering,80.6,76.0,43.2,77.3,2.7,2.32,5.0,Yes,No,Not At Risk
ST08464,18,Male,Computer Science,79.2,87.2,48.3,26.6,8.9,4.0,5.0,Yes,Yes,Not At Risk
ST10782,19,Female,IT,88.9,89.3,84.9,86.7,5.3,3.68,8.0,Yes,No,Not At Risk
ST03301,20,Male,Software Engineering,76.1,61.8,45.8,57.0,2.6,4.0,5.0,Yes,No,At Risk
ST10442,18,Female,Software Engineering,71.2,78.0,60.6,84.6,2.3,2.15,6.0,Yes,No,Not At Risk
ST11846,18,Male,Computer Science,53.5,75.0,75.7,68.8,3.3,2.91,1.0,Yes,No,At Risk
ST05762,23,Male,Computer Science,82.0,92.1,41.0,68.4,3.1,2.77,5.0,Yes,No,Not At Risk
ST08824,25,M,Software Engineering,91.8,72.5,89.6,35.1,6.5,2.12,4.0,Yes,No,Not At Risk
ST09820,20,Female,IT,86.0,78.2,81.8,43.6,2.9,2.62,3.0,Yes,No,Not At Risk
ST04316,22,Male,Data Science,93.0,78.4,76.9,69.1,1.5,3.1,3.0,Yes,No,Not At Risk
ST08662,18,Male,Software Engineering,81.2,75.0,68.3,68.7,3.6,3.76,5.0,Yes,Yes,Not At Risk
ST03524,24,Male,Computer Science,75.3,73.4,66.2,27.9,8.7,1.83,10.0,Yes,Yes,At Risk
ST10415,24,Female,Computer Science,85.1,80.1,100.0,78.5,4.7,4.0,7.0,Yes,Yes,Not At Risk
ST04042,23,Male,Data Science,100.0,52.6,52.9,70.9,3.1,2.6,4.0,Yes,No,Not At Risk
ST04161,25,Female,Computer Science,80.8,60.8,80.6,73.3,2.8,1.89,3.0,Yes,No,Not At Risk
ST01468,24,Male,Data Science,66.8,66.0,63.3,77.0,5.4,2.67,6.0,Yes,Yes,At Risk
ST00312,21,Male,Software Engineering,81.0,31.4,71.8,69.9,5.1,4.0,6.0,No,No,Not At Risk
ST03781,24,Male,Computer Science,65.3,69.3,50.3,86.0,8.7,3.08,4.0,Yes,No,Not At Risk
ST08281,18,Male,Software Engineering,63.9,78.8,71.4,74.4,9.6,2.74,2.0,Yes,No,At Risk
ST09403,24,Male,Computer Science,82.4,84.0,46.2,80.8,1.9,3.63,7.0,Yes,No,Not At Risk
ST09686,25,Female,Software Engineering,85.7,73.6,81.1,70.4,8.6,1.9,6.0,Yes,No,Not At Risk
ST11120,18,Male,IT,85.3,77.9,44.5,36.6,2.5,3.66,7.0,Yes,No,At Risk
ST03145,20,Female,Software Engineering,75.2,72.0,46.8,74.2,2.0,1.47,1.0,Yes,No,Not At Risk
ST10077,22,Male,IT,97.5,47.8,63.3,54.8,8.9,2.83,1.0,Yes,No,Not At Risk
ST04749,18,Male,Computer Science,86.0,93.3,56.4,58.1,2.2,3.05,5.0,Yes,No,Not At Risk
ST00339,21,Female,IT,88.2,69.3,88.9,70.6,12.2,3.68,8.0,Yes,No,Not At Risk
ST11341,18,Female,Software Engineering,80.4,51.1,91.5,94.6,7.6,3.55,5.0,Yes,No,Not At Risk
ST06273,22,Female,IT,62.4,70.7,64.1,66.8,6.1,2.49,7.0,Yes,No,Not At Risk
ST10454,25,Male,Data Science,70.8,63.0,62.4,53.1,3.8,3.34,1.0,Yes,Yes,At Risk
ST01338,18,Male,Software Engineering,78.7,77.6,82.6,59.6,2.8,2.61,3.0,,No,Not At Risk
ST08353,19,Female,Software Engineering,100.0,62.1,62.9,67.4,4.4,2.95,2.0,Yes,Yes,Not At Risk
ST01204,22,Male,Data Science,91.7,80.6,64.4,63.5,7.1,3.31,3.0,Yes,Yes,Not At Risk
ST00873,21,Male,IT,62.4,63.6,98.5,62.7,19.7,2.77,3.0,Yes,Yes,Not At Risk
ST02639,18,Female,Computer Science,84.2,66.8,85.7,55.7,3.1,2.18,4.0,Yes,Yes,Not At Risk
ST02407,20,Male,Software Engineering,83.5,75.9,83.4,67.4,3.8,3.31,8.0,,Yes,At Risk
ST05897,24,Female,Computer Science,80.0,87.2,77.9,69.4,7.5,2.79,4.0,Yes,No,Not At Risk
ST11840,22,Male,Data Science,84.8,78.4,32.8,51.3,3.5,2.86,4.0,Yes,No,Not At Risk
ST10566,21,Female,Computer Science,76.3,59.6,66.0,41.9,7.2,1.83,3.0,Yes,No,Not At Risk
ST07833,18,Female,Software Engineering,67.6,51.0,60.3,95.3,2.1,2.96,1.0,Yes,Yes,Not At Risk
ST02171,25,Male,Data Science,71.9,65.1,82.2,69.2,4.1,2.99,4.0,Yes,No,Not At Risk
ST09508,23,Male,Software Engineering,100.0,54.2,77.0,47.6,11.8,3.24,3.0,Yes,No,Not At Risk
ST00836,23,Male,Computer Science,80.8,98.6,86.1,70.6,2.5,3.38,7.0,Yes,Yes,Not At Risk
ST11749,21,Female,IT,77.7,78.2,69.1,43.6,2.5,2.78,5.0,Yes,Yes,At Risk
ST09673,25,Female,Computer Science,85.1,68.5,58.1,54.6,6.7,3.73,4.0,No,No,Not At Risk
ST11913,22,Female,Software Engineering,88.9,65.1,53.0,55.7,3.8,3.02,2.0,Yes,Yes,Not At Risk
ST00104,19,Female,Software Engineering,66.7,79.7,71.5,60.0,6.3,3.03,3.0,Yes,Yes,Not At Risk
ST09923,19,Female,Computer Science,80.5,70.3,46.9,60.4,9.1,3.13,0.0,Yes,Yes,Not At Risk
ST01403,22,Male,Computer Science,81.2,92.8,75.4,59.1,3.9,3.66,2.0,Yes,Yes,Not At Risk
